defect_id,defect_type,node_id,link_id,intensity_pct,start_hour,duration_h,flow,BODf,NH4,DO,baseline_flow,source_start_hour,source_duration_h,temporal_protocol
253,E,HS1306571,HS1306554.2,60,0.0,48.0,-20.0096,0.0,0.0,0.0,33.3493,0,18,fulltime_injection
254,E,HS1306571,HS1306554.2,50,0.0,48.0,-16.6747,0.0,0.0,0.0,33.3493,12,6,fulltime_injection
255,E,HS1306571,HS1306554.2,60,0.0,48.0,-20.0096,0.0,0.0,0.0,33.3493,18,24,fulltime_injection
256,E,HS1306601,HS1306571.1,60,0.0,48.0,-64.4972,0.0,0.0,0.0,107.4953,12,6,fulltime_injection
257,E,HS1306601,HS1306571.1,60,0.0,48.0,-64.4972,0.0,0.0,0.0,107.4953,6,18,fulltime_injection
258,E,HS1306601,HS1306571.1,50,0.0,48.0,-53.7476,0.0,0.0,0.0,107.4953,18,18,fulltime_injection
259,E,HS1306601,HS1306571.1,60,0.0,48.0,-64.4972,0.0,0.0,0.0,107.4953,0,24,fulltime_injection
260,E,HS1306601,HS1306571.1,50,0.0,48.0,-53.7476,0.0,0.0,0.0,107.4953,0,18,fulltime_injection
261,E,HS1306904,HS1313402.2,60,0.0,48.0,-38.4051,0.0,0.0,0.0,64.0085,6,18,fulltime_injection
262,E,HS1306904,HS1313402.2,40,0.0,48.0,-25.6034,0.0,0.0,0.0,64.0085,18,12,fulltime_injection
263,E,HS1306904,HS1313402.2,60,0.0,48.0,-38.4051,0.0,0.0,0.0,64.0085,0,12,fulltime_injection
264,E,HS1306904,HS1313402.2,60,0.0,48.0,-38.4051,0.0,0.0,0.0,64.0085,0,24,fulltime_injection
265,E,HS1306904,HS1313402.2,40,0.0,48.0,-25.6034,0.0,0.0,0.0,64.0085,12,18,fulltime_injection
266,E,HS1308259,HS1316726.1,40,0.0,48.0,-4.4706,0.0,0.0,0.0,11.1764,6,6,fulltime_injection
267,E,HS1308259,HS1316726.1,50,0.0,48.0,-5.5882,0.0,0.0,0.0,11.1764,18,18,fulltime_injection
268,E,HS1308259,HS1316726.1,60,0.0,48.0,-6.7058,0.0,0.0,0.0,11.1764,18,6,fulltime_injection
269,E,HS1308259,HS1316726.1,40,0.0,48.0,-4.4706,0.0,0.0,0.0,11.1764,0,12,fulltime_injection
270,E,HS1308259,HS1316726.1,50,0.0,48.0,-5.5882,0.0,0.0,0.0,11.1764,0,24,fulltime_injection
271,E,HS1308302,HS1308301.1,50,0.0,48.0,-11.7904,0.0,0.0,0.0,23.5807,6,6,fulltime_injection
272,E,HS1308302,HS1308301.1,60,0.0,48.0,-14.1484,0.0,0.0,0.0,23.5807,6,18,fulltime_injection
273,E,HS1308302,HS1308301.1,40,0.0,48.0,-9.4323,0.0,0.0,0.0,23.5807,6,6,fulltime_injection
274,E,HS1308302,HS1308301.1,50,0.0,48.0,-11.7904,0.0,0.0,0.0,23.5807,12,12,fulltime_injection
275,E,HS1308302,HS1308301.1,50,0.0,48.0,-11.7904,0.0,0.0,0.0,23.5807,18,24,fulltime_injection
276,E,HS1311339,HS1311349.2,50,0.0,48.0,-1.4322,0.0,0.0,0.0,2.8644,12,24,fulltime_injection
277,E,HS1311339,HS1311349.2,40,0.0,48.0,-1.1458,0.0,0.0,0.0,2.8644,12,18,fulltime_injection
278,E,HS1311339,HS1311349.2,60,0.0,48.0,-1.7186,0.0,0.0,0.0,2.8644,12,18,fulltime_injection
279,E,HS1311339,HS1311349.2,40,0.0,48.0,-1.1458,0.0,0.0,0.0,2.8644,12,6,fulltime_injection
280,E,HS1311339,HS1311349.2,60,0.0,48.0,-1.7186,0.0,0.0,0.0,2.8644,18,18,fulltime_injection
281,E,HS1313001,20,40,0.0,48.0,-0.7403,0.0,0.0,0.0,1.8508,6,24,fulltime_injection
282,E,HS1313001,20,60,0.0,48.0,-1.1105,0.0,0.0,0.0,1.8508,6,18,fulltime_injection
283,E,HS1313001,20,40,0.0,48.0,-0.7403,0.0,0.0,0.0,1.8508,0,12,fulltime_injection
284,E,HS1313001,20,40,0.0,48.0,-0.7403,0.0,0.0,0.0,1.8508,18,18,fulltime_injection
285,E,HS1313001,20,60,0.0,48.0,-1.1105,0.0,0.0,0.0,1.8508,6,12,fulltime_injection
286,E,HS1313025,HS1313026.1,50,0.0,48.0,-7.5778,0.0,0.0,0.0,15.1556,12,24,fulltime_injection
287,E,HS1313025,HS1313026.1,60,0.0,48.0,-9.0934,0.0,0.0,0.0,15.1556,12,6,fulltime_injection
288,E,HS1313025,HS1313026.1,50,0.0,48.0,-7.5778,0.0,0.0,0.0,15.1556,6,24,fulltime_injection
289,E,HS1313025,HS1313026.1,40,0.0,48.0,-6.0623,0.0,0.0,0.0,15.1556,0,18,fulltime_injection
290,E,HS1313025,HS1313026.1,60,0.0,48.0,-9.0934,0.0,0.0,0.0,15.1556,18,24,fulltime_injection
291,E,HS1313140,HS1313044.1,60,0.0,48.0,5.3905,0.0,0.0,0.0,-8.9841,6,6,fulltime_injection
292,E,HS1313140,HS1313044.1,60,0.0,48.0,5.3905,0.0,0.0,0.0,-8.9841,6,12,fulltime_injection
293,E,HS1313140,HS1313044.1,60,0.0,48.0,5.3905,0.0,0.0,0.0,-8.9841,18,6,fulltime_injection
294,E,HS1313140,HS1313044.1,50,0.0,48.0,4.4921,0.0,0.0,0.0,-8.9841,18,12,fulltime_injection
295,E,HS1313140,HS1313044.1,50,0.0,48.0,4.4921,0.0,0.0,0.0,-8.9841,18,6,fulltime_injection
296,E,HS1313205,HS1313167.1,60,0.0,48.0,-4.0302,0.0,0.0,0.0,6.7169,12,18,fulltime_injection
297,E,HS1313205,HS1313167.1,50,0.0,48.0,-3.3585,0.0,0.0,0.0,6.7169,12,6,fulltime_injection
298,E,HS1313205,HS1313167.1,60,0.0,48.0,-4.0302,0.0,0.0,0.0,6.7169,6,24,fulltime_injection
299,E,HS1313205,HS1313167.1,40,0.0,48.0,-2.6868,0.0,0.0,0.0,6.7169,6,24,fulltime_injection
300,E,HS1313205,HS1313167.1,60,0.0,48.0,-4.0302,0.0,0.0,0.0,6.7169,6,12,fulltime_injection
301,E,HS1313253,HS1317102.1,40,0.0,48.0,-0.0,0.0,0.0,0.0,0.0,18,6,fulltime_injection
302,E,HS1313253,HS1317102.1,50,0.0,48.0,-0.0,0.0,0.0,0.0,0.0,6,6,fulltime_injection
303,E,HS1313253,HS1317102.1,60,0.0,48.0,-0.0,0.0,0.0,0.0,0.0,12,12,fulltime_injection
304,E,HS1313253,HS1317102.1,40,0.0,48.0,-0.0,0.0,0.0,0.0,0.0,6,12,fulltime_injection
305,E,HS1313253,HS1317102.1,50,0.0,48.0,-0.0,0.0,0.0,0.0,0.0,12,12,fulltime_injection
306,E,HS1313298,HS1313343.1,50,0.0,48.0,-5.2215,0.0,0.0,0.0,10.4429,6,12,fulltime_injection
307,E,HS1313298,HS1313343.1,50,0.0,48.0,-5.2215,0.0,0.0,0.0,10.4429,0,6,fulltime_injection
308,E,HS1313298,HS1313343.1,60,0.0,48.0,-6.2658,0.0,0.0,0.0,10.4429,0,12,fulltime_injection
309,E,HS1313298,HS1313343.1,60,0.0,48.0,-6.2658,0.0,0.0,0.0,10.4429,6,12,fulltime_injection
310,E,HS1313298,HS1313343.1,50,0.0,48.0,-5.2215,0.0,0.0,0.0,10.4429,18,24,fulltime_injection
311,E,HS1313402,HS1313391.1,40,0.0,48.0,-23.3318,0.0,0.0,0.0,58.3294,6,6,fulltime_injection
312,E,HS1313402,HS1313391.1,40,0.0,48.0,-23.3318,0.0,0.0,0.0,58.3294,0,24,fulltime_injection
313,E,HS1313402,HS1313391.1,60,0.0,48.0,-34.9977,0.0,0.0,0.0,58.3294,0,6,fulltime_injection
314,E,HS1313402,HS1313391.1,40,0.0,48.0,-23.3318,0.0,0.0,0.0,58.3294,0,18,fulltime_injection
315,E,HS1313402,HS1313391.1,50,0.0,48.0,-29.1647,0.0,0.0,0.0,58.3294,0,6,fulltime_injection
316,E,HS1313597,HS1313613.1,50,0.0,48.0,-1.4417,0.0,0.0,0.0,2.8834,0,18,fulltime_injection
317,E,HS1313597,HS1313613.1,60,0.0,48.0,-1.7301,0.0,0.0,0.0,2.8834,6,6,fulltime_injection
318,E,HS1313597,HS1313613.1,60,0.0,48.0,-1.7301,0.0,0.0,0.0,2.8834,18,6,fulltime_injection
319,E,HS1313597,HS1313613.1,50,0.0,48.0,-1.4417,0.0,0.0,0.0,2.8834,12,24,fulltime_injection
320,E,HS1313597,HS1313613.1,50,0.0,48.0,-1.4417,0.0,0.0,0.0,2.8834,12,12,fulltime_injection
321,E,HS1313835,HS1313794.1,50,0.0,48.0,-23.3142,0.0,0.0,0.0,46.6284,12,12,fulltime_injection
322,E,HS1313835,HS1313794.1,60,0.0,48.0,-27.977,0.0,0.0,0.0,46.6284,18,24,fulltime_injection
323,E,HS1313835,HS1313794.1,60,0.0,48.0,-27.977,0.0,0.0,0.0,46.6284,0,12,fulltime_injection
324,E,HS1313835,HS1313794.1,50,0.0,48.0,-23.3142,0.0,0.0,0.0,46.6284,0,12,fulltime_injection
325,E,HS1313835,HS1313794.1,40,0.0,48.0,-18.6513,0.0,0.0,0.0,46.6284,12,12,fulltime_injection
326,E,HS1314237,HS1314210.1,50,0.0,48.0,-1.9257,0.0,0.0,0.0,3.8514,6,12,fulltime_injection
327,E,HS1314237,HS1314210.1,60,0.0,48.0,-2.3109,0.0,0.0,0.0,3.8514,0,18,fulltime_injection
328,E,HS1314237,HS1314210.1,60,0.0,48.0,-2.3109,0.0,0.0,0.0,3.8514,12,24,fulltime_injection
329,E,HS1314237,HS1314210.1,50,0.0,48.0,-1.9257,0.0,0.0,0.0,3.8514,0,12,fulltime_injection
330,E,HS1314237,HS1314210.1,60,0.0,48.0,-2.3109,0.0,0.0,0.0,3.8514,6,24,fulltime_injection
331,E,HS1314477,1,50,0.0,48.0,-9.1498,0.0,0.0,0.0,18.2997,0,6,fulltime_injection
332,E,HS1314477,1,50,0.0,48.0,-9.1498,0.0,0.0,0.0,18.2997,6,12,fulltime_injection
333,E,HS1314477,1,40,0.0,48.0,-7.3199,0.0,0.0,0.0,18.2997,18,12,fulltime_injection
334,E,HS1314477,1,50,0.0,48.0,-9.1498,0.0,0.0,0.0,18.2997,0,12,fulltime_injection
335,E,HS1314477,1,40,0.0,48.0,-7.3199,0.0,0.0,0.0,18.2997,12,6,fulltime_injection
336,E,HS1314505,HS1314769.1,50,0.0,48.0,3.7797,0.0,0.0,0.0,-7.5595,0,12,fulltime_injection
337,E,HS1314505,HS1314769.1,60,0.0,48.0,4.5357,0.0,0.0,0.0,-7.5595,0,6,fulltime_injection
338,E,HS1314505,HS1314769.1,60,0.0,48.0,4.5357,0.0,0.0,0.0,-7.5595,12,18,fulltime_injection
339,E,HS1314505,HS1314769.1,40,0.0,48.0,3.0238,0.0,0.0,0.0,-7.5595,18,12,fulltime_injection
340,E,HS1314505,HS1314769.1,50,0.0,48.0,3.7797,0.0,0.0,0.0,-7.5595,12,18,fulltime_injection
341,E,HS1316202,HS1316177.1,40,0.0,48.0,-27.6407,0.0,0.0,0.0,69.1016,6,24,fulltime_injection
342,E,HS1316202,HS1316177.1,60,0.0,48.0,-41.461,0.0,0.0,0.0,69.1016,12,12,fulltime_injection
343,E,HS1316202,HS1316177.1,60,0.0,48.0,-41.461,0.0,0.0,0.0,69.1016,6,24,fulltime_injection
344,E,HS1316202,HS1316177.1,50,0.0,48.0,-34.5508,0.0,0.0,0.0,69.1016,12,12,fulltime_injection
345,E,HS1316202,HS1316177.1,50,0.0,48.0,-34.5508,0.0,0.0,0.0,69.1016,12,24,fulltime_injection
346,E,HS1316563,HS1316467.1,50,0.0,48.0,-8.5035,0.0,0.0,0.0,17.007,12,18,fulltime_injection
347,E,HS1316563,HS1316467.1,40,0.0,48.0,-6.8028,0.0,0.0,0.0,17.007,18,12,fulltime_injection
348,E,HS1316563,HS1316467.1,60,0.0,48.0,-10.2042,0.0,0.0,0.0,17.007,18,18,fulltime_injection
349,E,HS1316563,HS1316467.1,40,0.0,48.0,-6.8028,0.0,0.0,0.0,17.007,12,18,fulltime_injection
350,E,HS1316563,HS1316467.1,40,0.0,48.0,-6.8028,0.0,0.0,0.0,17.007,12,6,fulltime_injection
351,E,HS1316585,HS1344263.1,40,0.0,48.0,-5.6401,0.0,0.0,0.0,14.1004,18,24,fulltime_injection
352,E,HS1316585,HS1344263.1,40,0.0,48.0,-5.6401,0.0,0.0,0.0,14.1004,0,6,fulltime_injection
353,E,HS1316585,HS1344263.1,60,0.0,48.0,-8.4602,0.0,0.0,0.0,14.1004,0,24,fulltime_injection
354,E,HS1316585,HS1344263.1,50,0.0,48.0,-7.0502,0.0,0.0,0.0,14.1004,0,18,fulltime_injection
355,E,HS1316585,HS1344263.1,50,0.0,48.0,-7.0502,0.0,0.0,0.0,14.1004,0,12,fulltime_injection
356,E,HS1316643,HS1316671.1,50,0.0,48.0,-4.4392,0.0,0.0,0.0,8.8784,0,6,fulltime_injection
357,E,HS1316643,HS1316671.1,40,0.0,48.0,-3.5514,0.0,0.0,0.0,8.8784,12,12,fulltime_injection
358,E,HS1316643,HS1316671.1,60,0.0,48.0,-5.327,0.0,0.0,0.0,8.8784,6,12,fulltime_injection
359,E,HS1316643,HS1316671.1,60,0.0,48.0,-5.327,0.0,0.0,0.0,8.8784,12,18,fulltime_injection
360,E,HS1316643,HS1316671.1,40,0.0,48.0,-3.5514,0.0,0.0,0.0,8.8784,0,6,fulltime_injection
361,E,HS1316721,HS1316811.1,40,0.0,48.0,-2.7005,0.0,0.0,0.0,6.7512,12,12,fulltime_injection
362,E,HS1316721,HS1316811.1,40,0.0,48.0,-2.7005,0.0,0.0,0.0,6.7512,18,24,fulltime_injection
363,E,HS1316721,HS1316811.1,40,0.0,48.0,-2.7005,0.0,0.0,0.0,6.7512,0,6,fulltime_injection
364,E,HS1316721,HS1316811.1,50,0.0,48.0,-3.3756,0.0,0.0,0.0,6.7512,18,18,fulltime_injection
365,E,HS1316721,HS1316811.1,50,0.0,48.0,-3.3756,0.0,0.0,0.0,6.7512,0,6,fulltime_injection
366,E,HS1324403,14,40,0.0,48.0,-23.5511,0.0,0.0,0.0,58.8778,18,24,fulltime_injection
367,E,HS1324403,14,60,0.0,48.0,-35.3267,0.0,0.0,0.0,58.8778,18,24,fulltime_injection
368,E,HS1324403,14,40,0.0,48.0,-23.5511,0.0,0.0,0.0,58.8778,0,24,fulltime_injection
369,E,HS1324403,14,40,0.0,48.0,-23.5511,0.0,0.0,0.0,58.8778,12,24,fulltime_injection
370,E,HS1324403,14,50,0.0,48.0,-29.4389,0.0,0.0,0.0,58.8778,12,12,fulltime_injection
371,E,HS1344263,MH0242782.1,40,0.0,48.0,-3.5554,0.0,0.0,0.0,8.8884,18,12,fulltime_injection
372,E,HS1344263,MH0242782.1,40,0.0,48.0,-3.5554,0.0,0.0,0.0,8.8884,6,12,fulltime_injection
373,E,HS1344263,MH0242782.1,40,0.0,48.0,-3.5554,0.0,0.0,0.0,8.8884,18,24,fulltime_injection
374,E,HS1344263,MH0242782.1,60,0.0,48.0,-5.3331,0.0,0.0,0.0,8.8884,18,18,fulltime_injection
375,E,HS1344263,MH0242782.1,40,0.0,48.0,-3.5554,0.0,0.0,0.0,8.8884,12,24,fulltime_injection
376,E,HS2003015,HS2003023.1,50,0.0,48.0,-37.0449,0.0,0.0,0.0,74.0899,0,12,fulltime_injection
377,E,HS2003015,HS2003023.1,60,0.0,48.0,-44.4539,0.0,0.0,0.0,74.0899,18,12,fulltime_injection
378,E,HS2003015,HS2003023.1,60,0.0,48.0,-44.4539,0.0,0.0,0.0,74.0899,6,12,fulltime_injection
379,E,HS2003015,HS2003023.1,40,0.0,48.0,-29.636,0.0,0.0,0.0,74.0899,0,18,fulltime_injection
380,E,HS2003015,HS2003023.1,40,0.0,48.0,-29.636,0.0,0.0,0.0,74.0899,0,24,fulltime_injection
381,E,HS2003046,HS1306601.1,40,0.0,48.0,-13.3024,0.0,0.0,0.0,33.256,0,18,fulltime_injection
382,E,HS2003046,HS1306601.1,60,0.0,48.0,-19.9536,0.0,0.0,0.0,33.256,12,18,fulltime_injection
383,E,HS2003046,HS1306601.1,50,0.0,48.0,-16.628,0.0,0.0,0.0,33.256,0,6,fulltime_injection
384,E,HS2003046,HS1306601.1,50,0.0,48.0,-16.628,0.0,0.0,0.0,33.256,12,18,fulltime_injection
385,E,HS2003046,HS1306601.1,40,0.0,48.0,-13.3024,0.0,0.0,0.0,33.256,0,24,fulltime_injection
386,E,HS2003111,HS1314268.1,40,0.0,48.0,-11.2233,0.0,0.0,0.0,28.0583,6,24,fulltime_injection
387,E,HS2003111,HS1314268.1,60,0.0,48.0,-16.835,0.0,0.0,0.0,28.0583,6,24,fulltime_injection
388,E,HS2003111,HS1314268.1,60,0.0,48.0,-16.835,0.0,0.0,0.0,28.0583,0,18,fulltime_injection
389,E,HS2003111,HS1314268.1,40,0.0,48.0,-11.2233,0.0,0.0,0.0,28.0583,12,12,fulltime_injection
390,E,HS2003111,HS1314268.1,60,0.0,48.0,-16.835,0.0,0.0,0.0,28.0583,6,6,fulltime_injection
391,E,MH0101924,MH0100292.1,40,0.0,48.0,-12.1274,0.0,0.0,0.0,30.3184,6,18,fulltime_injection
392,E,MH0101924,MH0100292.1,40,0.0,48.0,-12.1274,0.0,0.0,0.0,30.3184,6,24,fulltime_injection
393,E,MH0101924,MH0100292.1,50,0.0,48.0,-15.1592,0.0,0.0,0.0,30.3184,18,6,fulltime_injection
394,E,MH0101924,MH0100292.1,60,0.0,48.0,-18.1911,0.0,0.0,0.0,30.3184,0,6,fulltime_injection
395,E,MH0101924,MH0100292.1,40,0.0,48.0,-12.1274,0.0,0.0,0.0,30.3184,12,6,fulltime_injection
396,E,MH0200661,VP0232532.1,40,0.0,48.0,-0.5606,0.0,0.0,0.0,1.4016,18,6,fulltime_injection
397,E,MH0200661,VP0232532.1,60,0.0,48.0,-0.8409,0.0,0.0,0.0,1.4016,0,12,fulltime_injection
398,E,MH0200661,VP0232532.1,40,0.0,48.0,-0.5606,0.0,0.0,0.0,1.4016,12,12,fulltime_injection
399,E,MH0200661,VP0232532.1,60,0.0,48.0,-0.8409,0.0,0.0,0.0,1.4016,0,24,fulltime_injection
400,E,MH0200661,VP0232532.1,40,0.0,48.0,-0.5606,0.0,0.0,0.0,1.4016,6,12,fulltime_injection
401,E,MH0201629,MH0201597.1,40,0.0,48.0,2.7913,0.0,0.0,0.0,-6.9782,12,24,fulltime_injection
402,E,MH0201629,MH0201597.1,40,0.0,48.0,2.7913,0.0,0.0,0.0,-6.9782,12,12,fulltime_injection
403,E,MH0201629,MH0201597.1,40,0.0,48.0,2.7913,0.0,0.0,0.0,-6.9782,18,6,fulltime_injection
404,E,MH0201629,MH0201597.1,50,0.0,48.0,3.4891,0.0,0.0,0.0,-6.9782,18,24,fulltime_injection
405,E,MH0201629,MH0201597.1,40,0.0,48.0,2.7913,0.0,0.0,0.0,-6.9782,0,12,fulltime_injection
406,E,MH0201710,25,50,0.0,48.0,-1.7246,0.0,0.0,0.0,3.4491,18,18,fulltime_injection
407,E,MH0201710,25,60,0.0,48.0,-2.0695,0.0,0.0,0.0,3.4491,0,12,fulltime_injection
408,E,MH0201710,25,60,0.0,48.0,-2.0695,0.0,0.0,0.0,3.4491,6,12,fulltime_injection
409,E,MH0201710,25,50,0.0,48.0,-1.7246,0.0,0.0,0.0,3.4491,12,12,fulltime_injection
410,E,MH0201710,25,60,0.0,48.0,-2.0695,0.0,0.0,0.0,3.4491,6,18,fulltime_injection
411,E,MH0242782,MH0258475.1,50,0.0,48.0,-1.3871,0.0,0.0,0.0,2.7741,12,24,fulltime_injection
412,E,MH0242782,MH0258475.1,50,0.0,48.0,-1.3871,0.0,0.0,0.0,2.7741,18,18,fulltime_injection
413,E,MH0242782,MH0258475.1,40,0.0,48.0,-1.1097,0.0,0.0,0.0,2.7741,0,24,fulltime_injection
414,E,MH0242782,MH0258475.1,60,0.0,48.0,-1.6645,0.0,0.0,0.0,2.7741,6,18,fulltime_injection
415,E,MH0242782,MH0258475.1,40,0.0,48.0,-1.1097,0.0,0.0,0.0,2.7741,0,12,fulltime_injection
416,E,VP0232532,18,50,0.0,48.0,-0.7202,0.0,0.0,0.0,1.4405,0,12,fulltime_injection
417,E,VP0232532,18,60,0.0,48.0,-0.8643,0.0,0.0,0.0,1.4405,0,18,fulltime_injection
418,E,VP0232532,18,60,0.0,48.0,-0.8643,0.0,0.0,0.0,1.4405,12,12,fulltime_injection
419,E,VP0232532,18,60,0.0,48.0,-0.8643,0.0,0.0,0.0,1.4405,0,6,fulltime_injection
420,E,VP0232532,18,40,0.0,48.0,-0.5762,0.0,0.0,0.0,1.4405,6,18,fulltime_injection
